id,Captions,URL,Class
1247,a view of a city street with a clock tower .,http://www.mufoncms.com/files_jeud8334j/84853_submitter_file4__S0011014.JPG,"['traffic light, traffic signal, stoplight']"
1248,a view of a city street with a clock tower .,http://www.mufoncms.com/files_jeud8334j/84853_submitter_file5__S0011014.JPG,"['traffic light, traffic signal, stoplight']"
1249,a person on a skateboard doing a trick .,http://www.mufoncms.com/files_jeud8334j/84827_submitter_file1__IMG5686.JPG,['volcano']
1250,a person is flying a kite in the sky .,http://www.mufoncms.com/files_jeud8334j/84815_submitter_file2__IMG0029.JPG,['volcano']
1251,a fire hydrant in the middle of a forest .,http://www.mufoncms.com/files_jeud8334j/84813_submitter_file1__IMG3235.JPG,['geyser']
1252,a large white bird flying in the sky .,http://www.mufoncms.com/files_jeud8334j/84809_submitter_file1__DSC9399.JPG,['bubble']
1253,a bird flying in the air with a sky background,http://www.mufoncms.com/files_jeud8334j/84809_submitter_file2__DSC9406.JPG,['bubble']
1254,a tall building with a clock on it .,http://www.mufoncms.com/files_jeud8334j/84808_submitter_file1__20170628205337.jpg,['obelisk']
1255,an airplane is flying over a city street .,http://www.mufoncms.com/files_jeud8334j/84796_submitter_file1__Cover.png,"['aircraft carrier, carrier, flattop, attack aircraft carrier']"
1256,a group of giraffe standing next to each other .,http://www.mufoncms.com/files_jeud8334j/84796_submitter_file2__4a669473583b4077e066404c6f7655021.jpg,['stone wall']
1257,a car driving down a road next to a forest .,http://www.mufoncms.com/files_jeud8334j/84792_submitter_file1__Resized20160719144301001.jpg,['car mirror']
1258,a rear view mirror on a car driving down a road .,http://www.mufoncms.com/files_jeud8334j/84792_submitter_file2__Resized20160719144302.jpg,['car mirror']
1259,a plane flying over a body of water,http://www.mufoncms.com/files_jeud8334j/84761_submitter_file2__IMG20170701204528570HDR.jpg,"['airship, dirigible']"
1260,a kite flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/84488_submitter_file2__20170619184724.jpg,"['parachute, chute']"
1261,a small airplane flying through a blue sky .,http://www.mufoncms.com/files_jeud8334j/84488_submitter_file4__20170619184930.jpg,['geyser']
1262,a group of planes flying in the sky .,http://www.mufoncms.com/files_jeud8334j/84488_submitter_file5__20170619184939.jpg,['geyser']
1263,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/84488_submitter_file6__IMG0582.JPG,"['parachute, chute']"
1264,a plane flying in the sky over a field,http://www.mufoncms.com/files_jeud8334j/84488_submitter_file7__IMG0583.JPG,"['parachute, chute']"
1265,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/84488_submitter_file8__IMG0585.JPG,"['parachute, chute']"
1266,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/84488_submitter_file9__IMG0586.JPG,"['parachute, chute']"
1267,a kite flying in the sky over a city .,http://www.mufoncms.com/files_jeud8334j/84483_submitter_file1__201706173.JPG,['pole']
1268,a bird perched on top of a tree branch .,http://www.mufoncms.com/files_jeud8334j/84483_submitter_file2__201706172.JPG,"['squirrel monkey, Saimiri sciureus']"
1269,a kite flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/84483_submitter_file3__201706171.JPG,"['parachute, chute']"
1270,a traffic light suspended over a city street .,http://www.mufoncms.com/files_jeud8334j/84482_submitter_file1__2017051523h40.JPG,['pier']
1271,a train traveling over a bridge over a river .,http://www.mufoncms.com/files_jeud8334j/84482_submitter_file2__IMG1754.JPG,"['breakwater, groin, groyne, mole, bulwark, seawall, jetty']"
1272,a view of a beach with a boat in the water .,http://www.mufoncms.com/files_jeud8334j/84482_submitter_file3__IMG1744.JPG,"['breakwater, groin, groyne, mole, bulwark, seawall, jetty']"
1273,a train traveling over a bridge over a river .,http://www.mufoncms.com/files_jeud8334j/84482_submitter_file4__201605241h51.JPG,['pier']
1274,a large bridge spanning the width of a river .,http://www.mufoncms.com/files_jeud8334j/84482_submitter_file5__IMG2424.JPG,['pier']
1275,a street sign on a pole on a city street,http://www.mufoncms.com/files_jeud8334j/84475_submitter_file1__IMG1646.JPG,"['flagpole, flagstaff']"
1276,a bird flying in the sky over a tree .,http://www.mufoncms.com/files_jeud8334j/84469_submitter_file1__IMG0229.JPG,['kite']
1277,a bird flying in the sky over a tree .,http://www.mufoncms.com/files_jeud8334j/84469_submitter_file2__IMG0230.JPG,['kite']
1278,a bird flying in the sky over a tree .,http://www.mufoncms.com/files_jeud8334j/84459_submitter_file1__DSC0121croppedtoselectionclearedwithlevelsandcurves.JPG,['kite']
1279,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/84458_submitter_file1__DSC0146croppedtoselection.JPG,"['parachute, chute']"
1280,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/84458_submitter_file2__DSC0147croppedtoselection.JPG,"['parachute, chute']"
1281,a clock tower in the middle of a mountain .,http://www.mufoncms.com/files_jeud8334j/84456_submitter_file1__20170616190855HDR.jpg,"['cliff, drop, drop-off']"
1282,a clock tower in the middle of a mountain .,http://www.mufoncms.com/files_jeud8334j/84456_submitter_file2__20170616190855HDR.jpg,"['cliff, drop, drop-off']"
1283,a blurry image of a person on a motorcycle .,http://www.mufoncms.com/files_jeud8334j/84441_submitter_file1__0Js8ziqncEOTxnQ2FQcjoCN4WnoaWVKzu8U0MGUW4pX92IB.jpg,"['pool table, billiard table, snooker table']"
1284,a blurry image of a person in a dark night .,http://www.mufoncms.com/files_jeud8334j/84441_submitter_file2__1.jpg,"['spotlight, spot']"
1285,a view of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/84441_submitter_file3__23lights.jpg,"['spotlight, spot']"
1286,a view of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/84441_submitter_file4__23lights.jpg,"['spotlight, spot']"
1287,a view of a street light from a window .,http://www.mufoncms.com/files_jeud8334j/84441_submitter_file5__4YqCAaYHBx5jqLVcuXuUXAdpplHBZVZZpDieAicwQpX92IB.jpg,"['spotlight, spot']"
1288,a blurry image of a person on a motorcycle .,http://www.mufoncms.com/files_jeud8334j/84441_submitter_file6__B23RkAoRzCghadBJDNn6UQ3VbGadin2CVZdAxqgrfwpX92IB.jpg,"['pool table, billiard table, snooker table']"
1289,a black and white photo of a clock tower .,http://www.mufoncms.com/files_jeud8334j/84441_submitter_file7__chem2.jpg,['torch']
1290,a view of a street light from a window .,http://www.mufoncms.com/files_jeud8334j/84441_submitter_file8__onQGMlWQDHwPypKfpuFuH7ZdQME0KkUt90E2EHEpX92IB.jpg,"['spotlight, spot']"
1291,a view of a street light from a window .,http://www.mufoncms.com/files_jeud8334j/84441_submitter_file9__TQEwAq0XTwwWZddeIJbvLiE4aZHsPjnzAAz15dY9tEpX92IB.jpg,"['spotlight, spot']"
1292,a black and white photo of a plane flying in the sky,http://www.mufoncms.com/files_jeud8334j/84415_submitter_file1__Esfera1Arturo1.jpg,['jellyfish']
1293,a blue and white bird flying in the sky .,http://www.mufoncms.com/files_jeud8334j/84415_submitter_file2__Esfera1Arturo2.jpg,"['nematode, nematode worm, roundworm']"
1294,a close up of a person holding a kite,http://www.mufoncms.com/files_jeud8334j/84415_submitter_file3__Esfera1Arturo3.jpg,['jellyfish']
1295,a black and white photo of a person holding a kite,http://www.mufoncms.com/files_jeud8334j/84415_submitter_file4__Esfera1Arturo4.jpg,"['nematode, nematode worm, roundworm']"
1296,a small airplane flying through a cloudy blue sky .,http://www.mufoncms.com/files_jeud8334j/84415_submitter_file5__Esfera1Arturo5.jpg,['jellyfish']
1297,a blue and white bird flying in a blue sky .,http://www.mufoncms.com/files_jeud8334j/84415_submitter_file6__Esfera1Arturo6.jpg,['jellyfish']
1298,a group of people flying kites in a field .,http://www.mufoncms.com/files_jeud8334j/84406_submitter_file1__5.26.2017unknownobjectPalomarObservatoryCA.pngphoto2.jpg,['planetarium']
1299,a blue and white airplane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/84406_submitter_file2__5.26.2017unknownobjectPalomarObservatoryCA.png,['planetarium']
1300,a black and white photo of a mountain range .,http://www.mufoncms.com/files_jeud8334j/84376_submitter_file1__IMG1581.JPG,['hay']
1301,a black and white photo of a mountain range .,http://www.mufoncms.com/files_jeud8334j/84376_submitter_file2__IMG1580.JPG,['hay']
1302,a black and white photo of a kite flying in the sky .,http://www.mufoncms.com/files_jeud8334j/84376_submitter_file3__IMG1579.JPG,['hay']
1303,a man flying a kite in a park .,http://www.mufoncms.com/files_jeud8334j/84360_submitter_file1__Oct292014UFO1.jpg,"['patio, terrace']"
1304,a red stop sign sitting on the side of a road .,http://www.mufoncms.com/files_jeud8334j/84360_submitter_file2__Oct292014UFO2.jpg,"['patio, terrace']"
1305,a car is parked on the side of the road .,http://www.mufoncms.com/files_jeud8334j/84348_submitter_file1__UFONJ2017061118.55.43.jpeg,"['beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon']"
1306,a person on a surfboard in the water .,http://www.mufoncms.com/files_jeud8334j/84344_submitter_file1__IMG2788.JPG,['geyser']
1307,a plane flying in the sky over a mountain .,http://www.mufoncms.com/files_jeud8334j/84344_submitter_file2__zoomin.png,['wing']
1308,a person holding a cell phone in their hand .,http://www.mufoncms.com/files_jeud8334j/84322_submitter_file1__Photoon61017at9.08PM.jpg,"['cellular telephone, cellular phone, cellphone, cell, mobile phone']"
1309,a person holding a cell phone in their hand .,http://www.mufoncms.com/files_jeud8334j/84322_submitter_file2__Photoon61017at9.08PM2.jpg,"['cellular telephone, cellular phone, cellphone, cell, mobile phone']"
1310,a person holding a cell phone in their hand .,http://www.mufoncms.com/files_jeud8334j/84322_submitter_file3__Photoon61017at9.08PM3.jpg,"['cellular telephone, cellular phone, cellphone, cell, mobile phone']"
1311,a person holding a cell phone in their hand .,http://www.mufoncms.com/files_jeud8334j/84322_submitter_file4__Photoon61017at9.08PM4.jpg,"['cellular telephone, cellular phone, cellphone, cell, mobile phone']"
1312,a group of people flying kites in a field .,http://www.mufoncms.com/files_jeud8334j/84306_submitter_file1__IMG7732.JPG,['geyser']
1313,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/84306_submitter_file2__IMG7733.JPG,['hay']
1314,a sky view of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/84306_submitter_file3__IMG7734.JPG,"['spotlight, spot']"
1315,a sky view of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/84306_submitter_file4__IMG7735.JPG,"['parachute, chute']"
1316,a plane flying in the sky over a city .,http://www.mufoncms.com/files_jeud8334j/84306_submitter_file5__IMG7739.JPG,['balloon']
1317,a group of people flying kites in a field .,http://www.mufoncms.com/files_jeud8334j/84306_submitter_file6__IMG7749.JPG,"['traffic light, traffic signal, stoplight']"
1318,a bunch of kites flying in the sky,http://www.mufoncms.com/files_jeud8334j/84306_submitter_file7__IMG7750.JPG,"['traffic light, traffic signal, stoplight']"
1319,a couple of people standing on top of a lush green field .,http://www.mufoncms.com/files_jeud8334j/84305_submitter_file1__UFO.jpg,['barn']
1320,a large clock tower towering over a city .,http://www.mufoncms.com/files_jeud8334j/84293_submitter_file1__IMG3043.JPG,['crane']
1321,a close up of a pair of scissors,http://www.mufoncms.com/files_jeud8334j/84291_submitter_file1__20170607154132.jpg,"['hook, claw']"
1322,a man in a red shirt is holding a kite,http://www.mufoncms.com/files_jeud8334j/84288_submitter_file1__IMG9329.JPG,"['nematode, nematode worm, roundworm']"
1323,a man in a red shirt is holding a kite,http://www.mufoncms.com/files_jeud8334j/84288_submitter_file2__IMG9330.JPG,"['notebook, notebook computer']"
1324,a black and white photo of a person in a dark room .,http://www.mufoncms.com/files_jeud8334j/84288_submitter_file3__IMG9331.JPG,"['nematode, nematode worm, roundworm']"
1325,a person flying a kite in a field .,http://www.mufoncms.com/files_jeud8334j/84277_submitter_file1__FBIMG1497034834991.jpg,['balloon']
1326,a person is flying a kite in a field .,http://www.mufoncms.com/files_jeud8334j/84277_submitter_file2__FBIMG1497034829298.jpg,['balloon']
1327,a person flying a kite in a field .,http://www.mufoncms.com/files_jeud8334j/84277_submitter_file3__IMG951058.jpg,['balloon']
1328,a group of planes flying in the sky .,http://www.mufoncms.com/files_jeud8334j/84277_submitter_file4__IMG951059.jpg,"['parachute, chute']"
1329,a group of planes flying in the sky .,http://www.mufoncms.com/files_jeud8334j/84277_submitter_file5__IMG951060.jpg,"['parachute, chute']"
1330,a stop sign on the side of a road .,http://www.mufoncms.com/files_jeud8334j/84266_submitter_file1__IMG20170605003209.jpg,['bubble']
1331,a red fire hydrant sitting in the middle of a field .,http://www.mufoncms.com/files_jeud8334j/84255_submitter_file1__20170529165411.jpg,"['worm fence, snake fence, snake-rail fence, Virginia fence']"
1332,a tree in the middle of a park .,http://www.mufoncms.com/files_jeud8334j/84247_submitter_file1__20170605145400.jpg,['obelisk']
1333,a giraffe standing in the middle of a field .,http://www.mufoncms.com/files_jeud8334j/84247_submitter_file2__201706051454002.jpg,"['beacon, lighthouse, beacon light, pharos']"
1334,a car driving down a snow covered road .,http://www.mufoncms.com/files_jeud8334j/84246_submitter_file1__IMG4289.JPG,['alp']
1335,a city street with traffic lights and buildings .,http://www.mufoncms.com/files_jeud8334j/84245_submitter_file1__IMG0397.JPG,['birdhouse']
1336,a person on a skateboard in the air .,http://www.mufoncms.com/files_jeud8334j/84222_submitter_file1__20170606100325.jpg,['geyser']
1337,a computer monitor sitting on top of a desk .,http://www.mufoncms.com/files_jeud8334j/84222_submitter_file2__20170606100355.jpg,"['spotlight, spot']"
1338,an airplane flying over a city street at night .,http://www.mufoncms.com/files_jeud8334j/84221_submitter_file1__20170606081109.jpg,['crane']
1339,a traffic light suspended over a city street .,http://www.mufoncms.com/files_jeud8334j/84221_submitter_file2__20170606081105.jpg,"['traffic light, traffic signal, stoplight']"
1340,a large building with a large clock tower .,http://www.mufoncms.com/files_jeud8334j/84221_submitter_file3__20170606091940.jpg,"['solar dish, solar collector, solar furnace']"
1341,a group of people flying kites in the sky .,http://www.mufoncms.com/files_jeud8334j/84183_submitter_file1__20170603202517001.jpg,"['pool table, billiard table, snooker table']"
1342,a person flying a kite in a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/84183_submitter_file2__20170603202520.jpg,"['pool table, billiard table, snooker table']"
1343,a kite flying in the sky over a city .,http://www.mufoncms.com/files_jeud8334j/84183_submitter_file3__20170603202521.jpg,"['pool table, billiard table, snooker table']"
1344,a kite flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/84183_submitter_file4__20170603202522.jpg,"['pool table, billiard table, snooker table']"
1345,a kite flying in the sky over a city .,http://www.mufoncms.com/files_jeud8334j/84183_submitter_file5__20170603202524.jpg,"['pool table, billiard table, snooker table']"
1346,a group of people riding skis down a snow covered slope .,http://www.mufoncms.com/files_jeud8334j/84162_submitter_file1__20170601072150.jpg,['geyser']
1347,a person on a snowboard in the snow .,http://www.mufoncms.com/files_jeud8334j/84156_submitter_file1__UFO3.jpg,"['flagpole, flagstaff']"
1348,a red stop sign sitting on the side of a road .,http://www.mufoncms.com/files_jeud8334j/84156_submitter_file2__UFO053017.jpg,['stole']
1349,a street light with a red light on it,http://www.mufoncms.com/files_jeud8334j/84145_submitter_file1__0528171440.jpg,['birdhouse']
1350,a view of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/84145_submitter_file2__0528171441.jpg,"['spotlight, spot']"
1351,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/84145_submitter_file3__0528171441a.jpg,['wing']
1352,a view of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/84145_submitter_file4__0528171442.jpg,['wing']
1353,a view of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/84145_submitter_file5__0528171442a.jpg,['wing']
1354,a street light with a red light on it,http://www.mufoncms.com/files_jeud8334j/84144_submitter_file1__0528171440.jpg,['birdhouse']
1355,a view of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/84144_submitter_file2__0528171441.jpg,"['spotlight, spot']"
1356,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/84144_submitter_file3__0528171441a.jpg,['wing']
1357,a view of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/84144_submitter_file4__0528171442.jpg,['wing']
1358,a view of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/84144_submitter_file5__0528171442a.jpg,['wing']
1359,a street light with a red light on it,http://www.mufoncms.com/files_jeud8334j/84142_submitter_file1__0528171440.jpg,['birdhouse']
1360,a view of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/84142_submitter_file2__0528171441.jpg,"['spotlight, spot']"
1361,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/84142_submitter_file3__0528171441a.jpg,['wing']
1362,a view of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/84142_submitter_file4__0528171442.jpg,['wing']
1363,a view of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/84142_submitter_file5__0528171442a.jpg,['wing']
1364,a street light with a red light on it,http://www.mufoncms.com/files_jeud8334j/84141_submitter_file1__0528171440.jpg,['birdhouse']
1365,a view of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/84141_submitter_file2__0528171441.jpg,"['spotlight, spot']"
1366,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/84141_submitter_file3__0528171441a.jpg,['wing']
1367,a view of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/84141_submitter_file4__0528171442.jpg,['wing']
1368,a view of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/84141_submitter_file5__0528171442a.jpg,['wing']
1369,a man is sitting on a bench in a park .,http://www.mufoncms.com/files_jeud8334j/84133_submitter_file1__1.12.jpg,['harp']
1370,a park with trees and a bench in front of it .,http://www.mufoncms.com/files_jeud8334j/84133_submitter_file2__1.122.jpg,"['picket fence, paling']"
1371,a person is flying a kite in a park .,http://www.mufoncms.com/files_jeud8334j/84133_submitter_file3__1.1222.jpg,['park bench']
1372,a man is flying a kite in a park .,http://www.mufoncms.com/files_jeud8334j/84133_submitter_file4__1.12222.jpg,['swing']
1373,a house that has a tree in it,http://www.mufoncms.com/files_jeud8334j/84133_submitter_file5__1.122222.jpg,"['picket fence, paling']"
1374,a traffic light suspended over a street next to tall buildings .,http://www.mufoncms.com/files_jeud8334j/84107_submitter_file1__IMG0525.JPG,"['traffic light, traffic signal, stoplight']"
1375,a traffic light suspended over a city street .,http://www.mufoncms.com/files_jeud8334j/84107_submitter_file2__IMG1770.JPG,"['traffic light, traffic signal, stoplight']"
1376,a man flying through the air while riding a skateboard .,http://www.mufoncms.com/files_jeud8334j/84090_submitter_file1__IMG0029.JPG,"['cliff, drop, drop-off']"
1377,a traffic light suspended over a city street .,http://www.mufoncms.com/files_jeud8334j/84083_submitter_file4__IMG1991.JPG,"['spotlight, spot']"
1378,a traffic light suspended over a city street .,http://www.mufoncms.com/files_jeud8334j/84083_submitter_file5__IMG1990.JPG,"['spotlight, spot']"
1379,a view of a city street at night .,http://www.mufoncms.com/files_jeud8334j/84055_submitter_file1__UFOMoon.JPG,['pier']
1380,a fire hydrant in the middle of a street .,http://www.mufoncms.com/files_jeud8334j/84054_submitter_file1__P5270003.JPG,"['flagpole, flagstaff']"
1381,a group of people flying kites in a park .,http://www.mufoncms.com/files_jeud8334j/84043_submitter_file1__1A.jpg,"['limousine, limo']"
1382,a group of people standing on top of a building .,http://www.mufoncms.com/files_jeud8334j/84043_submitter_file2__1B.jpg,"['flagpole, flagstaff']"
1383,a tall clock tower with a sky background,http://www.mufoncms.com/files_jeud8334j/84043_submitter_file3__1C.jpg,"['spotlight, spot']"
1384,a vase filled with flowers on top of a table .,http://www.mufoncms.com/files_jeud8334j/84043_submitter_file4__1D.jpg,['vase']
1385,a city street filled with lots of traffic .,http://www.mufoncms.com/files_jeud8334j/84043_submitter_file5__2A.jpg,"['limousine, limo']"
1386,a group of people riding bikes down a street .,http://www.mufoncms.com/files_jeud8334j/84043_submitter_file6__2B.jpg,"['cab, hack, taxi, taxicab']"
1387,a man flying a kite in a city park .,http://www.mufoncms.com/files_jeud8334j/84043_submitter_file7__2C.jpg,"['chime, bell, gong']"
1388,a kite flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/83930_submitter_file5__5.BlackObjectEmergingFromTheCloudsEnlargement4.jpg,"['airship, dirigible']"
1389,a polar bear is standing in the snow .,http://www.mufoncms.com/files_jeud8334j/83930_submitter_file6__6.BlackObjectEmergingFromTheCloudsFurtherEnlarged.jpg,"['ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus']"
1390,a large white airplane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/83930_submitter_file7__7.BlackObjectEmergingFromTheCloudsHighlyEnlarged.jpg,"['airship, dirigible']"
1391,a bird flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/83929_submitter_file1__1.UFOGoingVerticallyUpThenVerticallyDownPhotograph1Original.JPG,['kite']
1392,a plane is flying in the sky on a cloudy day .,http://www.mufoncms.com/files_jeud8334j/83929_submitter_file2__2.UFOGoingVerticallyUpThenVerticallyDownPhotograph2Original.JPG,['kite']
1393,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/83929_submitter_file3__3.UFOGoingVerticallyUpThenVerticallyDownPhotograph3Original.JPG,['kite']
1394,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/83929_submitter_file4__4.UFOGoingVerticallyUpThenVerticallyDownPhotograph4Original.JPG,['kite']
1395,a kite flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/83929_submitter_file5__5.UFOGoingVerticallyUpThenVerticallyDownPhotograph1Enlarged.jpg,"['airship, dirigible']"
1396,a bird flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/83929_submitter_file6__6.UFOGoingVerticallyUpThenVerticallyDownPhotograph1FurtherEnlarged.jpg,['kite']
1397,a kite flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/83929_submitter_file7__7.UFOGoingVerticallyUpThenVerticallyDownPhotograph2Enlarged.jpg,"['airship, dirigible']"
1398,a kite flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/83929_submitter_file8__8.UFOGoingVerticallyUpThenVerticallyDownPhotograph3FurtherEnlarged.jpg,"['airship, dirigible']"
1399,an airplane flying through a blue sky with a propeller .,http://www.mufoncms.com/files_jeud8334j/83927_submitter_file1__1.LargeRoundObjectNearPassengerPlaneOriginal.JPG,"['projectile, missile']"
1400,an airplane is flying in the air with a sky background,http://www.mufoncms.com/files_jeud8334j/83927_submitter_file2__2.LargeRoundObjectNearPassengerPlaneContrastAdjust.jpg,['missile']
1401,a group of planes flying in the sky .,http://www.mufoncms.com/files_jeud8334j/83927_submitter_file3__3.LargeRoundObjectNearPassengerPlaneEnlarged.jpg,"['projectile, missile']"
1402,a small airplane flying through a blue sky .,http://www.mufoncms.com/files_jeud8334j/83927_submitter_file4__4.LargeRoundObjectNearPassengerPlaneEnlarged2.jpg,['space shuttle']
1403,a group of planes flying in the sky .,http://www.mufoncms.com/files_jeud8334j/83927_submitter_file5__5.LargeRoundObjectNearPassengerPlaneEnlarged3.jpg,"['warplane, military plane']"
1404,an airplane flying in the air with a sky background,http://www.mufoncms.com/files_jeud8334j/83927_submitter_file6__6.LargeRoundObjectNearPassengerPlaneEnhanced.jpg,['missile']
1405,a group of planes flying in the sky .,http://www.mufoncms.com/files_jeud8334j/83927_submitter_file7__7.LargeRoundObjectNearPassengerPlaneFurtherEnlarged.jpg,['missile']
1406,a black and white photo of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/83927_submitter_file8__8.LargeRoundObjectNearPassengerPlaneHighlyEnlarged.jpg,['kite']
1407,a group of birds flying over a body of water .,http://www.mufoncms.com/files_jeud8334j/83925_submitter_file1__20170505152034081iOS.jpg,['crane']
1408,a group of people flying kites in the sky .,http://www.mufoncms.com/files_jeud8334j/83925_submitter_file2__A0507171020amTwooverTower.jpg,['pole']
1409,a flock of birds flying over a city street .,http://www.mufoncms.com/files_jeud8334j/83925_submitter_file3__B2SeclaterTwoatrtofTower.jpg,['pole']
1410,a group of people flying kites in a park .,http://www.mufoncms.com/files_jeud8334j/83925_submitter_file4__C0509171020amOnehighrtofTower.jpg,['crane']
1411,a group of birds flying over a city .,http://www.mufoncms.com/files_jeud8334j/83925_submitter_file5__D2seclater.jpg,['crane']
1412,a view of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/83914_submitter_file1__IMG3572.PNG,"['lakeside, lakeshore']"
1413,a small white bird standing in the grass .,http://www.mufoncms.com/files_jeud8334j/83904_submitter_file1__052017NewMexico161aPetroglyphUFO.JPG,"['dugong, Dugong dugon']"
1414,a large white airplane flying over a snow covered mountain .,http://www.mufoncms.com/files_jeud8334j/83904_submitter_file2__052017NewMexico161dPetroglyphUFO.JPG,"['gong, tam-tam']"
1415,a large jetliner flying over a mountain range .,http://www.mufoncms.com/files_jeud8334j/83904_submitter_file3__052017NewMexico163aPetroglyphUFO.JPG,['alp']
1416,a large white dog laying on top of a sandy beach .,http://www.mufoncms.com/files_jeud8334j/83904_submitter_file4__052017NewMexico164aPetroglyphUFO.JPG,"['snow leopard, ounce, Panthera uncia']"
1417,a plane flying in the sky over a mountain .,http://www.mufoncms.com/files_jeud8334j/83904_submitter_file5__052017NewMexico162aPetroglyphUFO.JPG,"['cliff, drop, drop-off']"
1418,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/83904_submitter_file6__052017NewMexico167aPetroglyphUFO.JPG,['balloon']
1419,a group of birds flying in the sky .,http://www.mufoncms.com/files_jeud8334j/83904_submitter_file7__052017NewMexico167bPetroglyphUFO.JPG,"['switch, electric switch, electrical switch']"
1420,a view of a city street from a plane .,http://www.mufoncms.com/files_jeud8334j/83893_submitter_file1__Picture1.JPG,['volcano']
1421,a man holding a red frisbee in his right hand .,http://www.mufoncms.com/files_jeud8334j/83893_submitter_file4__Picture2.JPG,['jellyfish']
1422,a red and white fire hydrant in front of a building .,http://www.mufoncms.com/files_jeud8334j/83884_submitter_file1__DSC0075cropsmarttonesmartfix.jpg,"['spotlight, spot']"
1423,a traffic light on a pole on a street .,http://www.mufoncms.com/files_jeud8334j/83884_submitter_file2__DSC0076smarttonesmartfixcrop.jpg,"['spotlight, spot']"
1424,a close up of a pizza on a pan,http://www.mufoncms.com/files_jeud8334j/83884_submitter_file3__SOHOimage119pm050717.jpg,"['nematode, nematode worm, roundworm']"
1425,a view of the inside of an airplane .,http://www.mufoncms.com/files_jeud8334j/83884_submitter_file4__SOHOimage119pm050717cropsmarttoneUSSeverePortrAutolevel.jpg,"['gong, tam-tam']"
1426,a close up of a plate of food on a table,http://www.mufoncms.com/files_jeud8334j/83884_submitter_file5__Green5817.jpg,"['nematode, nematode worm, roundworm']"
1427,a view of a clock tower from a window .,http://www.mufoncms.com/files_jeud8334j/83852_submitter_file1__IMG1746.JPG,"['tiger shark, Galeocerdo cuvieri']"
1428,a traffic light suspended over a city street .,http://www.mufoncms.com/files_jeud8334j/83852_submitter_file2__IMG1748.JPG,"['traffic light, traffic signal, stoplight']"
1429,a train traveling down tracks next to a forest .,http://www.mufoncms.com/files_jeud8334j/83831_submitter_file1__20170426184841.jpg,['yurt']
1430,a kite flying in the sky over some trees,http://www.mufoncms.com/files_jeud8334j/83831_submitter_file2__20170426184852.jpg,['crane']
1431,a bird perched on top of a wire fence .,http://www.mufoncms.com/files_jeud8334j/83831_submitter_file3__20170426185740.jpg,['swing']
1432,a kite flying in the sky over a city .,http://www.mufoncms.com/files_jeud8334j/83831_submitter_file4__20170426192900.jpg,"['hook, claw']"
